B4108E1D-460D-47AF-907C-0BC164E615EE
952.0,40
957.0,40
962.0,39
965.0,39
969.0,40
978.0,40
983.0,40
987.0,40
989.0,40
994.0,40
1002.0,41
1008.0,41
1010.0,41
1017.0,40
1023.0,40
1027.0,39
1033.0,39
1034.0,39
1039.0,40
1047.0,40
1053.0,40
1057.0,40
1059.0,41
1066.0,41
1073.0,41
1075.0,41
1079.0,41
1085.0,41
1089.0,42
1099.0,58
1104.0,58
1105.0,57
1114.0,50
1119.0,47
1123.0,46
1126.0,45
1130.0,44
1135.0,42
1144.0,40
1149.0,40
1152.0,40
1156.0,40
1164.0,39
1167.0,39
1174.0,40
1176.0,40
1180.0,39
1187.0,39
1191.0,39
1197.0,39
1204.0,40
1209.0,40
1213.0,39
1216.0,39
1222.0,40
1229.0,40
1230.0,40
1238.0,40
1241.0,40
1245.0,40
1253.0,40
1257.0,40
1262.0,40
1265.0,39
1274.0,38
1279.0,38
1283.0,39
1286.0,39
1290.0,39
1299.0,41
1301.0,41
1308.0,41
1310.0,42
1316.0,48
1321.0,58
1329.0,69
1332.0,67
1339.0,59
1341.0,58
1346.0,53
1354.0,49
1359.0,46
1360.0,46
1369.0,44
1374.0,45
1375.0,44
1383.0,44
1388.0,44
1393.0,43
1396.0,42
1404.0,40
1409.0,40
1414.0,40
1417.0,41
1421.0,41
1429.0,46
1433.0,47
1436.0,47
1440.0,46
1445.0,45
1451.0,43
1459.0,41
1464.0,41
1468.0,41
1474.0,42
1478.0,42
1482.0,44
1489.0,45
1494.0,45
1499.0,45
1502.0,45
1509.0,46
1514.0,46
1515.0,46
1520.0,48
1529.0,49
1530.0,49
1535.0,50
1541.0,52
1545.0,51
1554.0,48
1557.0,48
1564.0,46
1569.0,46
1570.0,46
1577.0,53
1584.0,53
1585.0,53
1594.0,50
1597.0,50
1604.0,48
1609.0,47
1610.0,47
1615.0,47
1620.0,48
1625.0,48
1634.0,46
1639.0,45
1644.0,47
1645.0,47
1654.0,49
1655.0,49
1664.0,47
1669.0,47
1674.0,47
1676.0,47
1681.0,47
1688.0,47
1694.0,47
1699.0,46
1704.0,46
1709.0,46
1711.0,46
1718.0,45
1720.0,46
1728.0,47
1734.0,46
1735.0,47
1740.0,49
1746.0,51
1750.0,53
1755.0,57
1764.0,62
1765.0,61
1773.0,58
1775.0,57
1784.0,48
1789.0,45
1794.0,44
1797.0,43
1804.0,42
1808.0,42
1814.0,41
1817.0,42
1824.0,42
1827.0,42
1834.0,43
1839.0,42
1841.0,42
1846.0,43
1854.0,49
1859.0,48
1860.0,48
1869.0,45
1873.0,45
1877.0,44
1883.0,44
1889.0,43
1890.0,43
1895.0,45
1901.0,46
1907.0,44
1912.0,45
1918.0,46
1921.0,44
1929.0,43
1934.0,44
1939.0,44
1940.0,44
1947.0,46
1954.0,46
1955.0,45
1960.0,44
1968.0,42
1974.0,41
1977.0,42
1982.0,45
1985.0,50
1994.0,58
1996.0,58
2004.0,54
2005.0,54
2012.0,50
2017.0,52
2020.0,50
2029.0,45
2032.0,44
2038.0,42
2042.0,41
2045.0,41
2053.0,42
2056.0,42
2063.0,41
2066.0,41
2072.0,41
2078.0,44
2083.0,43
2085.0,44
2094.0,49
2096.0,48
2104.0,43
2108.0,43
2112.0,42
2115.0,42
2121.0,44
2125.0,46
2133.0,49
2138.0,49
2140.0,48
2149.0,45
2154.0,46
2155.0,46
2160.0,46
2169.0,49
2170.0,48
2178.0,46
2183.0,46
2186.0,46
2191.0,44
2195.0,45
2202.0,43
2206.0,42
2211.0,42
2218.0,46
2220.0,47
2227.0,50
2230.0,50
2238.0,56
2240.0,53
2249.0,46
2254.0,45
2258.0,44
2264.0,43
2269.0,43
2272.0,43
2276.0,44
2284.0,46
2285.0,46
2290.0,52
2299.0,73
2301.0,73
2305.0,67
2314.0,55
2319.0,51
2323.0,49
2329.0,46
2334.0,45
2338.0,43
2344.0,42
2349.0,41
2352.0,41
2359.0,43
2361.0,42
2368.0,42
2371.0,42
2378.0,42
2384.0,42
2389.0,42
2390.0,43
2399.0,42
2402.0,41
2409.0,41
2411.0,41
2419.0,43
2424.0,43
2429.0,43
2434.0,44
2439.0,44
2444.0,44
2449.0,45
2450.0,45
2458.0,44
2460.0,43
2467.0,43
2474.0,44
2475.0,45
2482.0,45
2488.0,45
2490.0,44
2499.0,44
2501.0,44
2505.0,44
2514.0,45
2515.0,44
2523.0,45
2529.0,44
2534.0,44
2538.0,44
2541.0,43
2549.0,42
2553.0,42
2555.0,43
2564.0,44
2565.0,43
2574.0,43
2575.0,43
2584.0,45
2585.0,45
2591.0,44
2595.0,44
2604.0,45
2606.0,45
2611.0,45
2616.0,45
2623.0,43
2625.0,43
2632.0,42
2637.0,42
2641.0,43
2649.0,43
2652.0,43
2659.0,42
2662.0,42
2669.0,43
2672.0,43
2677.0,44
2683.0,44
2687.0,43
2694.0,43
2699.0,42
2700.0,42
2706.0,42
2710.0,42
2719.0,43
2723.0,43
2726.0,42
2732.0,42
2735.0,41
2744.0,41
2748.0,42
2752.0,42
2757.0,44
2761.0,44
2767.0,46
2770.0,47
2779.0,46
2784.0,45
2789.0,45
2794.0,45
2795.0,44
2800.0,43
2809.0,41
2813.0,42
2818.0,42
2820.0,42
2825.0,41
2834.0,41
2837.0,41
2844.0,40
2847.0,39
2854.0,39
2855.0,39
2860.0,39
2869.0,42
2870.0,42
2879.0,44
2882.0,44
2885.0,44
2893.0,42
2898.0,41
2901.0,40
2907.0,40
2910.0,40
2916.0,41
2923.0,41
2925.0,42
2931.0,42
2935.0,43
2944.0,46
2947.0,46
2950.0,46
2955.0,45
2961.0,44
2967.0,43
2973.0,42
2975.0,41
2981.0,41
2988.0,40
2990.0,40
2999.0,39
3001.0,39
3007.0,39
3011.0,41
3019.0,42
3021.0,42
3029.0,43
3030.0,43
3038.0,43
3040.0,43
3049.0,42
3051.0,42
3059.0,41
3061.0,41
3065.0,41
3070.0,45
3075.0,49
3084.0,67
3089.0,74
3090.0,72
3095.0,63
3104.0,51
3109.0,48
3114.0,46
3116.0,45
3124.0,42
3128.0,42
3131.0,41
3138.0,39
3142.0,38
3149.0,37
3154.0,37
3159.0,38
3164.0,38
3165.0,39
3174.0,39
3176.0,40
3183.0,39
3188.0,39
3191.0,39
3195.0,38
3203.0,38
3209.0,39
3210.0,39
3218.0,40
3224.0,40
3227.0,40
3230.0,39
3239.0,39
3242.0,39
3245.0,40
3250.0,41
3255.0,42
3264.0,44
3269.0,44
3274.0,44
3275.0,44
3280.0,43
3289.0,42
3294.0,42
3298.0,43
3304.0,44
3305.0,43
3314.0,45
3318.0,44
3320.0,44
3328.0,44
3334.0,43
3337.0,42
3344.0,42
3345.0,42
3354.0,41
3357.0,41
3364.0,41
3365.0,41
3373.0,41
3379.0,40
3382.0,40
3385.0,40
3391.0,43
3395.0,44
3401.0,51
3405.0,50
3414.0,46
3419.0,45
3424.0,43
3426.0,43
3434.0,41
3438.0,41
3443.0,41
3449.0,41
3452.0,42
3458.0,43
3464.0,41
3469.0,41
3474.0,41
3475.0,41
3482.0,41
3487.0,42
3492.0,42
3495.0,42
3500.0,43
3509.0,43
3510.0,42
3518.0,42
3524.0,42
3527.0,42
3533.0,44
3538.0,45
3541.0,45
3543.0,46
3551.0,47
3554.0,48
3557.0,48
3563.0,46
3571.0,43
3576.0,43
3581.0,42
3586.0,42
3588.0,42
3595.0,42
3601.0,42
3605.0,42
3608.0,42
3612.0,42
3619.0,42
3626.0,41
3628.0,42
3632.0,42
3639.0,42
3643.0,42
3651.0,42
3653.0,42
3660.0,42
3663.0,42
3671.0,42
3672.0,42
3680.0,42
3683.0,42
3687.0,43
3696.0,44
3699.0,44
3702.0,45
3710.0,46
3714.0,44
3721.0,43
3726.0,42
3730.0,41
3733.0,41
3739.0,41
3745.0,41
3748.0,41
3754.0,41
3761.0,41
3764.0,41
3767.0,41
3776.0,41
3777.0,42
3786.0,43
3791.0,43
3792.0,43
3799.0,43
3806.0,43
3807.0,43
3816.0,43
3817.0,42
3823.0,41
3831.0,41
3832.0,41
3837.0,42
3846.0,44
3851.0,42
3852.0,42
3860.0,41
3866.0,41
3867.0,41
3875.0,42
3877.0,42
3882.0,43
3888.0,44
3896.0,46
3897.0,45
3906.0,44
3907.0,44
3914.0,45
3920.0,45
3923.0,45
3931.0,43
3932.0,44
3941.0,45
3942.0,45
3950.0,46
3956.0,47
3958.0,47
3962.0,47
3969.0,47
3975.0,46
3979.0,46
3986.0,46
3989.0,46
3992.0,46
3997.0,45
4006.0,49
4007.0,49
4016.0,50
4017.0,50
4024.0,48
4027.0,47
4036.0,44
4040.0,44
4046.0,43
4047.0,43
4052.0,43
4060.0,44
4064.0,45
4071.0,45
4072.0,45
4081.0,45
4084.0,44
4090.0,44
4096.0,44
4097.0,45
4106.0,46
4107.0,46
4112.0,45
4118.0,44
4126.0,46
4129.0,46
4133.0,45
4141.0,47
4146.0,45
4151.0,45
4154.0,45
4161.0,46
4165.0,46
4168.0,46
4173.0,46
4181.0,46
4184.0,46
4191.0,47
4196.0,47
4198.0,47
4204.0,47
4211.0,46
4215.0,46
4220.0,46
4225.0,46
4229.0,45
4236.0,43
4240.0,43
4243.0,44
4251.0,47
4252.0,46
4257.0,46
4263.0,44
4271.0,43
4275.0,44
4281.0,45
4284.0,45
4288.0,45
4294.0,43
4297.0,43
4305.0,43
4311.0,43
4312.0,43
4320.0,44
4326.0,44
4330.0,44
4332.0,45
4338.0,44
4346.0,43
4349.0,43
4356.0,44
4357.0,43
4365.0,43
4370.0,43
4376.0,42
4377.0,43
4382.0,44
4389.0,46
4394.0,46
4400.0,46
4402.0,46
4410.0,44
4415.0,44
4418.0,44
4423.0,45
4427.0,46
4436.0,47
4439.0,46
4446.0,46
4447.0,46
4452.0,47
4457.0,52
4465.0,70
4471.0,76
4472.0,76
4477.0,70
4483.0,62
4491.0,54
4493.0,54
4500.0,49
4506.0,48
4511.0,46
4516.0,44
4521.0,43
4526.0,43
4531.0,42
4536.0,42
4538.0,42
4546.0,43
4547.0,43
4556.0,45
4560.0,45
4566.0,45
4567.0,45
4576.0,44
4579.0,45
4582.0,44
4588.0,45
4596.0,43
4601.0,43
4604.0,44
4609.0,44
4616.0,46
4621.0,46
4622.0,46
4627.0,45
4635.0,45
4639.0,46
4646.0,46
4650.0,46
4655.0,46
4661.0,46
4666.0,46
4667.0,46
4674.0,44
4681.0,44
4686.0,44
4690.0,45
4694.0,45
4697.0,44
4706.0,44
4707.0,44
4716.0,44
4717.0,44
4726.0,46
4727.0,46
4735.0,44
4741.0,43
4744.0,43
4751.0,44
4752.0,44
4761.0,45
4762.0,45
4771.0,45
4774.0,45
4781.0,44
4782.0,44
4790.0,43
4796.0,42
4801.0,42
4802.0,42
4807.0,44
4816.0,47
4820.0,45
4826.0,44
4829.0,43
4836.0,44
4837.0,43
4842.0,43
4851.0,45
4852.0,45
4861.0,46
4865.0,46
4871.0,45
4876.0,45
4878.0,45
4883.0,44
4887.0,44
4893.0,44
4900.0,44
4902.0,43
4911.0,43
4912.0,43
4921.0,44
4922.0,44
4927.0,43
4936.0,43
4937.0,43
4943.0,43
4951.0,47
4955.0,47
4959.0,45
4962.0,44
4969.0,42
4976.0,44
4979.0,43
4986.0,43
4990.0,44
4993.0,45
5001.0,45
5003.0,44
5011.0,43
5012.0,43
5019.0,42
5024.0,42
5031.0,44
5032.0,44
5039.0,43
5044.0,43
5051.0,42
5056.0,44
5058.0,44
5062.0,43
5071.0,42
5075.0,43
5081.0,45
5085.0,45
5091.0,43
5095.0,43
5099.0,43
5106.0,43
5111.0,43
5113.0,42
5120.0,42
5123.0,42
5129.0,43
5135.0,44
5139.0,44
5146.0,44
5149.0,44
5152.0,43
5159.0,42
5164.0,42
5171.0,42
5176.0,42
5181.0,42
5183.0,42
5190.0,43
5195.0,43
5197.0,43
5206.0,47
5207.0,47
5212.0,52
5221.0,71
5226.0,76
5228.0,75
5234.0,68
5238.0,62
5243.0,56
5251.0,52
5256.0,49
5258.0,48
5266.0,45
5271.0,43
5276.0,42
5281.0,41
5285.0,41
5289.0,41
5296.0,42
5297.0,42
5306.0,41
5308.0,41
5316.0,41
5318.0,41
5327.0,42
5330.0,42
5337.0,41
5338.0,41
5342.0,41
5347.0,41
5349.0,41
5357.0,41
5358.0,42
5364.0,42
5369.0,42
5376.0,41
5382.0,41
5386.0,41
5391.0,41
5395.0,41
5401.0,41
5405.0,42
5412.0,41
5416.0,41
5422.0,42
5424.0,41
5432.0,41
5433.0,42
5442.0,43
5447.0,44
5448.0,43
5456.0,43
5461.0,43
5463.0,42
5470.0,42
5477.0,42
5478.0,43
5483.0,42
5492.0,42
5494.0,42
5499.0,43
5506.0,42
5512.0,42
5514.0,42
5519.0,42
5527.0,44
5528.0,44
5537.0,45
5539.0,45
5543.0,44
5552.0,44
5554.0,44
5560.0,44
5566.0,45
5568.0,44
5574.0,44
5581.0,44
5584.0,43
5591.0,43
5593.0,43
5598.0,43
5605.0,43
5608.0,43
5613.0,42
5618.0,41
5627.0,41
5630.0,41
5637.0,41
5639.0,41
5647.0,42
5648.0,42
5654.0,42
5659.0,42
5663.0,42
5672.0,41
5673.0,42
5678.0,42
5684.0,43
5690.0,43
5694.0,43
5701.0,43
5705.0,44
5708.0,43
5715.0,43
5720.0,44
5727.0,44
5728.0,44
5734.0,44
5742.0,44
5747.0,44
5748.0,44
5757.0,43
5761.0,42
5764.0,42
5768.0,42
5777.0,43
5782.0,42
5787.0,42
5789.0,42
5797.0,43
5798.0,43
5807.0,43
5808.0,43
5815.0,44
5820.0,45
5823.0,44
5829.0,45
5835.0,45
5842.0,46
5845.0,46
5849.0,45
5855.0,45
5860.0,45
5865.0,45
5870.0,43
5873.0,43
5882.0,44
5887.0,43
5891.0,44
5895.0,44
5901.0,43
5907.0,43
5908.0,43
5916.0,43
5918.0,44
5927.0,45
5932.0,44
5937.0,44
5938.0,44
5946.0,46
5949.0,46
5953.0,45
5960.0,44
5966.0,43
5970.0,42
5977.0,42
5981.0,42
5983.0,42
5992.0,43
5994.0,43
5998.0,42
6006.0,42
6012.0,41
6014.0,41
6022.0,41
6025.0,42
6032.0,43
6034.0,42
6042.0,42
6044.0,43
6052.0,46
6057.0,47
6062.0,46
6064.0,46
6069.0,45
6077.0,44
6081.0,44
6083.0,43
6090.0,43
6093.0,44
6102.0,45
6103.0,45
6108.0,44
6113.0,46
6118.0,53
6123.0,58
6132.0,78
6134.0,81
6142.0,88
6143.0,88
6151.0,72
6153.0,70
6162.0,59
6167.0,57
6172.0,56
6176.0,54
6182.0,52
6187.0,50
6192.0,48
6196.0,48
6201.0,46
6205.0,46
6210.0,45
6217.0,45
6221.0,45
6225.0,45
6229.0,45
6233.0,45
6240.0,44
6243.0,44
6252.0,46
6253.0,46
6260.0,48
6266.0,48
6271.0,48
6277.0,47
6281.0,46
